# ID	X	Y
EA	82.28	4000.40
EB	1269.13	4007.07
EC	678.25	3410.18
ED	88.46	2815.62
EE	1274.70	2822.98
FA	2210.11	4009.78
FB	3394.06	4011.03
FC	2806.74	3421.31
FD	2216.74	2826.06
FE	3403.54	2829.73
GA	2220.57	1841.47
GB	3404.48	1848.46
GC	2818.05	1252.41
GD	2225.34	656.04
GE	3410.00	660.46
HA	98.00	1831.79
HB	1279.65	1836.85
HC	689.27	1243.44
HD	99.56	643.56
HE	1287.03	653.14
