# ID	X	Y
EA	339.99	4140.37
EB	1521.70	4158.72
EC	943.58	3557.42
ED	359.86	2957.77
EE	1540.62	2975.89
FA	2545.84	4173.94
FB	3729.08	4188.06
FC	3144.36	3587.01
FD	2565.51	2985.10
FE	3747.17	3003.76
GA	2578.62	1928.04
GB	3762.44	1945.55
GC	3175.12	1344.61
GD	2591.14	745.72
GE	3776.37	765.36
HA	372.23	1900.03
HB	1555.08	1916.67
HC	971.97	1316.64
HD	388.41	715.25
HE	1570.71	730.86
