# ID	X	Y
EA	653.30	3746.35
EB	1837.03	3738.32
EC	1240.17	3153.67
ED	646.23	2567.11
EE	1830.84	2554.21
FA	2782.42	3731.72
FB	3964.47	3721.51
FC	3366.29	3134.89
FD	2769.60	2546.83
FE	3955.75	2536.85
GA	2762.40	1563.16
GB	3946.80	1552.73
GC	3349.32	963.89
GD	2751.70	378.27
GE	3936.96	369.94
HA	634.78	1581.54
HB	1820.82	1569.25
HC	1224.40	986.82
HD	628.49	398.47
HE	1810.36	388.78
