# ID	X	Y
EA	313.64	3674.09
EB	1498.29	3668.21
EC	900.51	3077.04
ED	308.85	2486.15
EE	1492.58	2482.68
FA	2436.48	3662.84
FB	3623.78	3662.02
FC	3029.00	3067.33
FD	2433.53	2479.11
FE	3614.92	2473.74
GA	2429.81	1493.00
GB	3615.90	1489.82
GC	3021.06	900.52
GD	2425.16	308.86
GE	3611.76	305.05
HA	301.10	1504.82
HB	1487.92	1498.24
HC	892.74	908.11
HD	300.33	323.60
HE	1484.28	314.47
